Numero,Wiki Friendly Name,Sestiere,lat,long,street view html,Affordability,Affordability (Scaled),Resident Services,Resident Services (Scaled),Tourism,Tourism (Scaled),User Density,User Density (Scaled),Accessibility,Reachability,Reachability (Scaled),Green Space,Green Space (Scaled),TOTAL AVERAGE,Public Services Average,Island Usage Average,Mobility
84,Island of Duca,San Marco,45.432615,12.329026,https://www.google.com/maps/embed?pb=!4v1750592006378!6m8!1m7!1slWUw51XtalQXvEe6umBfcw!2m2!1d45.43267896778082!2d12.32896481791319!3f230.7743606441667!4f-0.8672270615054458!5f0.7820865974627469,5400000,4.723414567,200,4.415011038,0.2716049383,9.611992945,0.0266081116,8.447419333,0,0,0,0.09003809361,0.9649263498,4.023252033,3.367783985,9.029706139,0
85,Island of San Maurizio Maggiore,San Marco,45.43246,12.331544,https://www.google.com/maps/embed?pb=!4v1750592023240!6m8!1m7!1s1l1avwELBIujdoqtUiRdMQ!2m2!1d45.43264283228345!2d12.33133806504191!3f56.39029534316456!4f-0.9709039742677277!5f0.7820865974627469,560000,9.749723068,5,0.1103752759,2.803797468,5.994575045,0.01899403731,8.891699811,0,0,0,0.03570783632,0.3826761627,3.589864195,3.414258169,7.443137428,0
86,Island of Ca'Duodo,San Marco,45.43269,12.332388,https://www.google.com/maps/embed?pb=!4v1750592038906!6m8!1m7!1s7iVz80EU7Q-62861Woq6vA!2m2!1d45.4326336553318!2d12.33245217509934!3f292.62043637540216!4f-4.983613262651559!5f0.7820865974627469,5940000,4.162628081,0,0,2.619047619,6.258503401,0.03505535055,7.95452378,0,0,0,0.01996609998,0.2139740548,2.655661331,1.458867379,7.106513591,0
87,Island of Santa Maria Zobenigo,San Marco,45.432322,12.333023,https://www.google.com/maps/embed?pb=!4v1750592054577!6m8!1m7!1sFoSJYgrgwg5SlgRPi5JJaQ!2m2!1d45.43234075675911!2d12.33304901857393!3f331.2395861438338!4f3.1861677127177046!5f0.7820865974627469,4794166.667,5.352568541,0,0,3.409638554,5.12908778,0.02102784769,8.773027178,0,5.35,1.783333333,0.01786399255,0.1914460473,3.032780411,1.848004863,6.951057479,0.8916666667
88,Island of San Fantin,San Marco,45.43389,12.33389,https://www.google.com/maps/embed?pb=!4v1750592075797!6m8!1m7!1s3ATYSnuUoE_8E2zJpn92Hw!2m2!1d45.43390597256592!2d12.33395915786883!3f21.539854808478246!4f2.5131293281382057!5f0.7820865974627469,5547500,4.570236777,5,0.1103752759,6.623376623,0.5380333952,0.01110715134,9.351898823,0,0,0,0.01430693182,0.1533254976,2.103409967,1.611312517,4.944966109,0
89,Island of San Moisè,San Marco,45.432573,12.334596,https://www.google.com/maps/embed?pb=!4v1750592101560!6m8!1m7!1sfMG0UyfMQysjEMxr6iTmwg!2m2!1d45.43247767492746!2d12.33466710768639!3f86.40538081525233!4f-0.9150993549072837!5f0.7820865974627469,6640000,3.435682636,105,2.317880795,1.616541353,7.690655209,0.008191965048,9.521999654,0,0,0,0.04499503537,0.4822058476,3.349774877,2.078589759,8.606327432,0
90,Island of Giardinetti Reali,San Marco,45.432941,12.338208,https://www.google.com/maps/embed?pb=!4v1750592120521!6m8!1m7!1sSWexkBeaor4aq9_Lqf1g7Q!2m2!1d45.43300374209154!2d12.33849641873789!3f34.111508981955126!4f-0.7620734770047051!5f0.7820865974627469,3750000,6.436928829,0,0,3,5.714285714,0,10,0,4.145238095,1.381746032,0.7527362032,8.066974409,4.514276426,4.834634413,7.857142857,0.6908730159
91,Island of San Gallo,San Marco,45.435003,12.337222,https://www.google.com/maps/embed?pb=!4v1750592139292!6m8!1m7!1s69mV0qgsOsAoVZXBYiXapw!2m2!1d45.43495974341911!2d12.33715724032615!3f144.1574326917362!4f1.2969330612799723!5f0.7820865974627469,4622500,5.530843257,115,2.538631347,6.22605364,1.105637657,0.02600333101,8.482708221,0,0,0,0.02301630186,0.2466626652,2.557783307,2.772045756,4.794172939,0
92,Island of San Marco,San Marco,45.434192,12.338053,https://www.google.com/maps/embed?pb=!4v1750592162805!6m8!1m7!1sCAoSFkNJSE0wb2dLRUlDQWdJRE82OWJQY0E.!2m2!1d45.43437714406457!2d12.33883742214241!3f65.74656605555946!4f12.761531167077877!5f0.7820865974627469,7700833.333,2.334014124,126,2.781456954,6.975485189,0.03502115862,0.01624981475,9.051824925,0.3703703704,28.575,9.525,0.002891013357,0.03098260807,3.446952877,1.715484562,4.543423042,4.947685185
93,Island of San Filippo e Giacomo,Castello,45.434945,12.341406,https://www.google.com/maps/embed?pb=!4v1750592184296!6m8!1m7!1sfXIRPGTSLpZG3DqYsUw1eg!2m2!1d45.43373019060774!2d12.34151551589497!3f87.46138706946267!4f1.5842040214143935!5f0.7820865974627469,7228958.333,2.82405324,115.5,2.549668874,4.205714286,3.991836735,0.02091377091,8.779683546,0,15.14019608,5.046732026,0.003935777888,0.04217921147,3.319164805,1.805300442,6.38576014,2.523366013
94,Island of San Zaccaria,Castello,45.434662,12.343332,https://www.google.com/maps/embed?pb=!4v1750592208658!6m8!1m7!1sdDCxrtXYCrNrXY4jeiC8vg!2m2!1d45.43399050260938!2d12.34355019745929!3f257.052806987837!4f0.12761573407152582!5f0.7820865974627469,6433333.333,3.650304625,1.5,0.03311258278,0.7460815047,8.934169279,0.01401301654,9.182341878,0,7.354225352,2.451408451,0.006206526526,0.06651452453,3.473978763,1.249977244,9.058255579,1.225704225
95,Island of San Lorenzo,Castello,45.435899,12.345109,https://www.google.com/maps/embed?pb=!4v1750592226327!6m8!1m7!1sdvoeg0i8u9cMJSOUaCGCFQ!2m2!1d45.43585066864917!2d12.34513325532723!3f209.94170931452842!4f1.1620281831373802!5f0.7820865974627469,5290000,4.837648851,16,0.353200883,1.436363636,7.948051948,0.02474774544,8.555971514,0,8.916666667,2.972222222,0.04342603946,0.4653911257,3.590355221,1.88541362,8.252011731,1.486111111
96,Island of Bragora,Castello,45.435617,12.347135,https://www.google.com/maps/embed?pb=!4v1750592244448!6m8!1m7!1spRjnsuAEYfKPQ3kcmy7riQ!2m2!1d45.43546379512934!2d12.34723739219671!3f251.43942373558195!4f-2.726964453659832!5f0.7820865974627469,5062500,5.07390612,385,8.498896247,2.375275938,6.60674866,0.03817400811,7.772550422,0,0,0,0.06178679147,0.6621608785,4.087751761,4.744987749,7.189649541,0
97,Island of Santa Ternita,Castello,45.436035,12.348763,https://www.google.com/maps/embed?pb=!4v1750592263105!6m8!1m7!1spVEqo1RSoNWOXFSLU978ow!2m2!1d45.43624044503539!2d12.34863709034916!3f229.6741966808353!4f0.3539933058428488!5f0.7820865974627469,3432500,6.766650512,0,0,1.774553571,7.464923469,0.05323112501,6.893969147,0,0,0,0.03515558826,0.3767577932,3.071757275,2.381136102,7.179446308,0
98,Island of San Martin,Castello,45.433808,12.349181,https://www.google.com/maps/embed?pb=!4v1750592281448!6m8!1m7!1sLChwEQd5fK3wwzTqIWtEuA!2m2!1d45.43329006944198!2d12.34867772640289!3f222.62379908970655!4f1.7521586717748647!5f0.7820865974627469,5857583.333,4.248217253,5,0.1103752759,2.133531157,6.952098347,0.04102938649,7.605939377,1.111111111,9.85,3.283333333,0.03134832885,0.3359558973,3.378147228,1.564849475,7.279018862,2.197222222
99,Island of Arsenale,Castello,45.434273,12.353678,https://www.google.com/maps/embed?pb=!4v1750592307943!6m8!1m7!1sT0B9PSYWQfrCw1SF6gBV8A!2m2!1d45.43347940897704!2d12.35351895182141!3f285.32913801263396!4f-1.9843946471464307!5f0.7820865974627469,4750000,5.398435336,0,0,2.460176991,6.485461441,0.002270473193,9.867518115,4,0,0,0.1393914924,1.493840202,3.892179299,2.297425179,8.176489778,2
100,Island of San Daniel,Castello,45.43402,12.356369,https://www.google.com/maps/embed?pb=!4v1750592367720!6m8!1m7!1srSeNKf_R-cCSxqP1LQAzhw!2m2!1d45.43394461944069!2d12.35643717143603!3f266.4674466925223!4f0!5f0.7820865974627469,3999500,6.177824702,0,0,0.3071161049,9.561262707,0.0139512508,9.185945903,0,0,0,0.2353060565,2.521743909,3.920968174,2.899856204,9.373604305,0
101,Island of Campo Ruga,Castello,45.433776,12.357429,https://www.google.com/maps/embed?pb=!4v1750592384966!6m8!1m7!1sH9zPk1NKZjw0ElXEmyvX9g!2m2!1d45.43374859272646!2d12.35726741306221!3f262.60306942385466!4f-0.5358398764655732!5f0.7820865974627469,319000,10,15,0.3311258278,1.18134715,8.312361214,0.04070779346,7.624704298,2.5,0,0,0.02141636038,0.2295163039,4.142529663,3.520214044,7.968532756,1.25
102,Island of San Piero,Castello,45.433903,12.35992,https://www.google.com/maps/embed?pb=!4v1750592412892!6m8!1m7!1svgT4PLmqqhKtTXO8b8KVqA!2m2!1d45.43438732851683!2d12.35918231191441!3f280.8065932935749!4f-2.394232358020645!5f0.7820865974627469,3437500,6.761458045,0,0,0.1643454039,9.765220852,0.006902314699,9.597250623,0,2.55,0.85,0.2529280677,2.710596674,4.240646599,3.157351573,9.681235738,0.425
103,Island of Sant'Ana,Castello,45.431757,12.354855,https://www.google.com/maps/embed?pb=!4v1750592430312!6m8!1m7!1ssxv_UmHFI5665LPZYRc01w!2m2!1d45.43187997313905!2d12.35487236357645!3f171.8249521930058!4f-2.1305431664256247!5f0.7820865974627469,3958666.667,6.220229853,286.5,6.324503311,1.327868852,8.103044496,0.03304524657,8.071813148,1.666666667,0,0,0.1500488269,1.608053448,4.570615846,4.717595537,8.087428822,0.8333333333
104,Island of San Isepo,Castello,45.42937,12.357634,https://www.google.com/maps/embed?pb=!4v1750592445381!6m8!1m7!1sAFD_O2lRAltYhWhdVJgN1g!2m2!1d45.42930729198621!2d12.35780894550795!3f232.75780764957992!4f-4.4343314204657815!5f0.7820865974627469,3000000,7.215798948,300,6.622516556,0.3846153846,9.450549451,0.003786152498,9.779078378,1.428571429,8.340123457,2.780041152,0.6211416498,6.656692971,6.276178412,6.831669492,9.614813914,2.10430629
105,Island of Sant'Elena,Castello,45.428661,12.361295,https://www.google.com/maps/embed?pb=!4v1750592468442!6m8!1m7!1sPwc_mhRN3Kz676pJ5twqdg!2m2!1d45.42877042359343!2d12.3602111900179!3f189.10319069125035!4f2.1193333715255704!5f0.7820865974627469,5552500,4.565044309,125.5,2.770419426,0.08130563798,9.883849089,0.008096805766,9.527552188,7.5,8.75,2.916666667,0.4411015785,4.727227321,5.984394143,4.020897019,9.705700639,5.208333333
106,Island of Stadio Sant'Elena,Castello,45.426949,12.36492,https://www.google.com/maps/embed?pb=!4v1750592495287!6m8!1m7!1s1fi_vx_iO0gwNnBLgCa2Vw!2m2!1d45.42699938292665!2d12.36497294061209!3f75.50905681797443!4f-0.8592064049282584!5f0.7820865974627469,5645000,4.468983661,1,0.02207505519,0.25,9.642857143,0.00003957457334,9.997690828,10,0,0,0.3574727765,3.830988503,5.423227884,2.77401574,9.820273985,5
107,Island of Sacca Fisola,Giudecca,45.42768,12.315078,https://www.google.com/maps/embed?pb=!4v1750592518755!6m8!1m7!1soCrGEvMBFfIqQZVAm4gZzw!2m2!1d45.42774636054066!2d12.31487422216503!3f228.56457703985885!4f1.6564815210257962!5f0.7820865974627469,320000,9.998961507,11,0.2428256071,0.004394726328,9.99372182,0.02375350775,8.613985184,6.666666667,3.695121951,1.231707317,0.3519018643,3.771285773,5.788450553,4.671024296,9.303853502,3.949186992
108,Island of AMAV,Dorsoduro,45.425767,12.312107,https://www.google.com/maps/embed?pb=!4v1750592696787!6m8!1m7!1slFC6E05H5HOs49LGDlWIdw!2m2!1d45.42671916085614!2d12.31222931196223!3f166.6817316420027!4f1.2472910233807681!5f0.7820865974627469,0,10,0,0,0,10,0,10,5,0,0,0.3773027015,4.043503188,5.577643313,4.681167729,10,2.5
109,Island of Piscina Comunale,Dorsoduro,45.425929,12.313759,https://www.google.com/maps/embed?pb=!4v1750592638910!6m8!1m7!1sSo8-5BZFovG09NIPiUAXwQ!2m2!1d45.4264963449888!2d12.31374702271524!3f153.91370883315017!4f5.615038231202618!5f0.7820865974627469,0,10,0,0,0,10,0,10,10,0,0,0.4071341532,4.363202913,6.337600416,4.787734304,10,5
110,Island of Sacca San Biagio,Dorsoduro,45.42598,12.315241,https://www.google.com/maps/embed?pb=!4v1750592609089!6m8!1m7!1sm7K0BrS60-9US-0X0iJIpg!2m2!1d45.4261999754447!2d12.31540639415332!3f164.21265219008646!4f1.5169450828408912!5f0.7820865974627469,0,10,0,0,0,10,0,10,10,0,0,0.3201129745,3.430608441,6.204372634,4.47686948,10,5
111,Island of Molino Stucky,Giudecca,45.426998,12.318912,https://www.google.com/maps/embed?pb=!4v1750592724336!6m8!1m7!1suaiWgCFaUeuLoQkla6Ohjg!2m2!1d45.42697757017041!2d12.31897200068902!3f119.89632831299518!4f-3.372467754497478!5f0.7820865974627469,4125000,6.047493769,0,0,0.1388012618,9.801712483,0.008574414517,9.499683765,0,0,0,0.3265425437,3.499513285,4.121200472,3.182335685,9.650698124,0
112,Island of San Biagio,Giudecca,45.427112,12.321629,https://www.google.com/maps/embed?pb=!4v1750592741039!6m8!1m7!1sahyhUuO-gutiSR8Gvlol7Q!2m2!1d45.42761344850097!2d12.32191290611735!3f317.1016917619891!4f0.7217003667001194!5f0.7820865974627469,4485000,5.673636112,0,0,0.1266233766,9.819109462,0.01823363327,8.936069311,0,0,0,0.3166015024,3.39297646,3.974541621,3.022204191,9.377589387,0
113,Island of Convertite,Dorsoduro,45.425407,12.320932,https://www.google.com/maps/embed?pb=!4v1750592758549!6m8!1m7!1sOxmuz8tu7heqYf9N_2TpGA!2m2!1d45.42627530930842!2d12.32142104752413!3f107.74802850389574!4f-5.975075342320011!5f0.7820865974627469,750000,9.552409305,0,0,0.04761904762,9.931972789,0.002285397694,9.866647272,0,0,0,0.3819786783,4.093615014,4.77780634,4.548674773,9.89931003,0
114,Island of Sant'Eufemia,Dorsoduro,45.425293,12.324361,https://www.google.com/maps/embed?pb=!4v1750593182685!6m8!1m7!1s2ZVNfsZGYK4stKH5ND_Sjg!2m2!1d45.42582626423091!2d12.32316632204952!3f197.32616009030903!4f22.59891040997428!5f0.7820865974627469,389000,9.927305456,21,0.4635761589,0.1162790698,9.833887043,0.006418485237,9.625482024,2,5.895121951,1.96504065,0.2263271649,2.425518315,5.177258521,4.27213331,9.729684534,1.982520325
115,Island of Palada,Dorsoduro,45.425513,12.327599,https://www.google.com/maps/embed?pb=!4v1750592794585!6m8!1m7!1sT0Asix2RqMDZcMzzaqhxxw!2m2!1d45.42609083330189!2d12.32786604929858!3f107.89036358114888!4f-4.94339369855814!5f0.7820865974627469,3877500,6.304520908,17,0.3752759382,0.0303030303,9.956709957,0.006163328197,9.640370412,3.333333333,0,0,0.08064163322,0.8642257257,4.353490896,2.514674191,9.798540185,1.666666667
116,Island of Junghans,Dorsoduro,45.424132,12.326689,https://www.google.com/maps/embed?pb=!4v1750592824163!6m8!1m7!1sKyyaZJsLf2LB8r2kQ2N73A!2m2!1d45.42439826521894!2d12.32684743171188!3f104.92672874860314!4f-4.754890335671206!5f0.7820865974627469,3790000,6.395389089,400,8.830022075,0.2266666667,9.676190476,0.008077615347,9.528671947,0,0,0,0.182058587,1.951097816,5.197338772,5.725502993,9.602431212,0
117,Island of Redentore,Dorsoduro,45.424359,12.330992,https://www.google.com/maps/embed?pb=!4v1750592841770!6m8!1m7!1sozhHUioIEKeV4lFrIhJHrg!2m2!1d45.42551223760239!2d12.3314358608655!3f101.51960220895256!4f-0.4806964520833077!5f0.7820865974627469,4181250,5.98907851,111,2.450331126,0.6015831135,9.140595552,0.006042115339,9.647443171,0,2.795121951,0.9317073171,0.2344023637,2.512059154,4.381602118,3.650489596,9.394019361,0.4658536585
118,Island of Zittelle,Dorsoduro,45.425191,12.337782,https://www.google.com/maps/embed?pb=!4v1750592862262!6m8!1m7!1sCAoSFENJSE0wb2dLRUlDQWdJREVfTkp2!2m2!1d45.4263191007451!2d12.33717841913945!3f62.80865919562173!4f0.44081128359830757!5f0.7820865974627469,605000,9.702990861,20,0.4415011038,0.05500705219,9.921418497,0.003580813769,9.791059873,0,2.795121951,0.9317073171,0.4504668845,4.827594068,5.088038817,4.990695344,9.856239185,0.4658536585
119,Island of San Giorgio,Dorsoduro,45.428024,12.344211,https://www.google.com/maps/embed?pb=!4v1750592879808!6m8!1m7!1sv476le-jeBtZonmINlG3ag!2m2!1d45.42828822376947!2d12.34445391986452!3f8.367659868404864!4f-1.0479270394911993!5f0.7820865974627469,0,10,0,0,2,7.142857143,0.00003055518776,9.998217108,0,1.233333333,0.4111111111,0.432790643,4.638160123,4.598620784,4.879386708,8.570537125,0.2055555556
120,Island of Inceneritore,Dorsoduro,45.426843,12.309497,https://www.google.com/maps/embed?pb=!4v1750592900417!6m8!1m7!1s_hHTaAkZcMZGLYYVpgE_og!2m2!1d45.42598743192101!2d12.30710522374512!3f54.1074162252822!4f5.63341471926482!5f0.7820865974627469,0,10,0,0,0,10,0,10,0,0,0,0.9331084556,10,5.714285714,6.666666667,10,0
121,Island of Stazione Marittima,San Croce,45.437706,12.310575,https://www.google.com/maps/embed?pb=!4v1750592941141!6m8!1m7!1sFVRvJtRaOgexT1RWl8y8Tg!2m2!1d45.43744484937247!2d12.31080045489727!3f16.85618819065924!4f8.85908571318042!5f0.7820865974627469,0,10,0,0,0,10,0.00004437634881,9.997410644,0,4.033333333,1.344444444,0.02516885209,0.2697312616,4.515940907,3.423243754,9.998705322,0.6722222222
122,Island of Tronchetto,San Croce,45.441524,12.30642,https://www.google.com/maps/embed?pb=!4v1750592966404!6m8!1m7!1sDMENdSWB9UGiU0LRNgjkJQ!2m2!1d45.44167400763838!2d12.30637759014635!3f31.5549241401645!4f-1.4660958802456463!5f0.7820865974627469,0,10,0,0,0,10,0.00006398157331,9.996266682,0,1.193548387,0.3978494624,0.006653336682,0.07130292992,4.352202725,3.357100977,9.998133341,0.1989247312
123,Island of San Giobbe,Cannaregio,45.44417,12.319895,https://www.google.com/maps/embed?pb=!4v1750592986724!6m8!1m7!1sgEH96a3lBz38Z-0FkNXKBA!2m2!1d45.44448255173112!2d12.32056652076837!3f44.94485383222496!4f-8.948508862700706!5f0.7820865974627469,3762500,6.42394766,0,0,0.1180257511,9.831391784,0.01324621174,9.227084862,2.857142857,7.3,2.433333333,0.4286464038,4.59374686,5.052378194,3.67256484,9.529238323,2.645238095
124,Island of Diporto Velico,Castello,45.430408,12.364978,https://www.google.com/maps/embed?pb=!4v1750593009142!6m8!1m7!1s6DsyW3QlSK2vldzPAi5Pcg!2m2!1d45.43032511529701!2d12.36559034764329!3f228.68361915713442!4f0.3792261823449081!5f0.7820865974627469,0,10,0.5,0.01103752759,7,0,0,10,0,0,0,0,0,2.858719647,3.337012509,5,0
125,Island of Darsena San Giorgio,Dorsoduro,45.429935,12.344805,https://www.google.com/maps/embed?pb=!4v1750593027632!6m8!1m7!1sdrS6Z150ZgFm7Zzk87A9Hw!2m2!1d45.4305796871162!2d12.34393504396138!3f165.1871232282057!4f9.788490399795194!5f0.7820865974627469,0,10,0,0,0,10,0.001962708538,9.885476152,0,0,0,0,0,4.269353736,3.333333333,9.942738076,0
126,Island of Scorzeri,Giudecca,45.424181,12.3267052,https://www.google.com/maps/embed?pb=!4v1750593050979!6m8!1m7!1svd7CwIRi7-5dVPx7txvF6A!2m2!1d45.42407364310495!2d12.32663493207291!3f108.77495561151433!4f-1.620768055768778!5f0.7820865974627469,360000,9.957421767,0,0,0,10,0.1713798978,0,0,0,0,0,0,2.851060252,3.319140589,5,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AVERAGES,5.864397476,,1.242597849,,8.080693556,,8.894678497,0.7130393122,,0.9662785598,,1.664942893,3.918089735,2.923979406,8.487686026,0.839658936